base_ber,base_correct_fraction,complete_recovery,condition_key,cover_stego_psnr,cover_stego_ssim,detail_ber,detail_correct_fraction,failure_stage_counts,method,observation_count,operational_failure_count,pair_id,payload_correct_fraction,peak_memory_bytes,raw_ber,raw_secret_correct_fraction,reconstruction_ncc,reconstruction_psnr,reconstruction_ssim,runtime_seconds,unknown_bit_fraction,valid_base_only_recovery
,,0.0,clean,,,,,"{""S5_EXTRACTION_TRANSFORM_FAILURE"":1}",B2,1,0,coco-000000022705-000000343315,,158416896.0,,,,,,,,
,,0.0,gaussian:10,,,,,"{""S5_EXTRACTION_TRANSFORM_FAILURE"":3}",B2,3,0,coco-000000022705-000000343315,,155885568.0,,,,,,,,
,,0.0,gaussian:15,,,,,"{""S5_EXTRACTION_TRANSFORM_FAILURE"":3}",B2,3,0,coco-000000022705-000000343315,,156068522.66666666,,,,,,,,
,,0.0,gaussian:5,,,,,"{""S5_EXTRACTION_TRANSFORM_FAILURE"":3}",B2,3,0,coco-000000022705-000000343315,,157711018.66666666,,,,,,,,
,,0.0,jpeg:50,,,,,"{""S5_EXTRACTION_TRANSFORM_FAILURE"":1}",B2,1,0,coco-000000022705-000000343315,,156786688.0,,,,,,,,
,,0.0,jpeg:70,,,,,"{""S5_EXTRACTION_TRANSFORM_FAILURE"":1}",B2,1,0,coco-000000022705-000000343315,,154914816.0,,,,,,,,
,,0.0,jpeg:90,,,,,"{""S5_EXTRACTION_TRANSFORM_FAILURE"":1}",B2,1,0,coco-000000022705-000000343315,,156790784.0,,,,,,,,
,,0.0,salt_pepper:0.01,,,,,"{""S5_EXTRACTION_TRANSFORM_FAILURE"":3}",B2,3,0,coco-000000022705-000000343315,,157168981.33333334,,,,,,,,
,,0.0,salt_pepper:0.03,,,,,"{""S5_EXTRACTION_TRANSFORM_FAILURE"":3}",B2,3,0,coco-000000022705-000000343315,,157369685.33333334,,,,,,,,
,,0.0,salt_pepper:0.05,,,,,"{""S5_EXTRACTION_TRANSFORM_FAILURE"":3}",B2,3,0,coco-000000022705-000000343315,,155151018.66666666,,,,,,,,
0.0,1.0,1.0,clean,45.000049289886874,0.9837901550810246,0.0,1.0,"{""S0_COMPLETE"":1}",C0,1,0,coco-000000022705-000000343315,1.0,156495872.0,0.0009174311926605505,1.0,0.9999999999999999,,1.0,2.5963285870002437,0.0,1.0
,0.0,0.0,gaussian:10,45.000049289886874,0.9837901550810247,,0.0,"{""S4_HEADER_FAILURE"":3}",C0,3,0,coco-000000022705-000000343315,0.0,157477546.66666666,0.32285183186424415,,,,,1.8216800526661245,1.0,0.0
,0.0,0.0,gaussian:15,45.000049289886874,0.9837901550810247,,0.0,"{""S4_HEADER_FAILURE"":3}",C0,3,0,coco-000000022705-000000343315,0.0,155632981.33333334,0.35219314025304316,,,,,1.6814763116672111,1.0,0.0
,0.0,0.0,gaussian:5,45.000049289886874,0.9837901550810247,,0.0,"{""S4_HEADER_FAILURE"":3}",C0,3,0,coco-000000022705-000000343315,0.0,156946432.0,0.2578791149487318,,,,,1.7516503543332267,1.0,0.0
,0.0,0.0,jpeg:50,45.000049289886874,0.9837901550810246,,0.0,"{""S4_HEADER_FAILURE"":1}",C0,1,0,coco-000000022705-000000343315,0.0,157753344.0,0.4752428494333513,,,,,1.9139215670002159,1.0,0.0
,0.0,0.0,jpeg:70,45.000049289886874,0.9837901550810246,,0.0,"{""S4_HEADER_FAILURE"":1}",C0,1,0,coco-000000022705-000000343315,0.0,158416896.0,0.45019787731606403,,,,,2.0097291649999534,1.0,0.0
,0.0,0.0,jpeg:90,45.000049289886874,0.9837901550810246,,0.0,"{""S4_HEADER_FAILURE"":1}",C0,1,0,coco-000000022705-000000343315,0.0,156487680.0,0.3494918150746537,,,,,1.8703592909987492,1.0,0.0
,0.0,0.0,salt_pepper:0.01,45.000049289886874,0.9837901550810247,,0.0,"{""S4_HEADER_FAILURE"":3}",C0,3,0,coco-000000022705-000000343315,0.0,155478698.66666666,0.1626431612400312,,,,,2.0703589796667075,1.0,0.0
,0.0,0.0,salt_pepper:0.03,45.000049289886874,0.9837901550810247,,0.0,"{""S4_HEADER_FAILURE"":3}",C0,3,0,coco-000000022705-000000343315,0.0,155101866.66666666,0.3183171433711099,,,,,1.8468937066669848,1.0,0.0
,0.0,0.0,salt_pepper:0.05,45.000049289886874,0.9837901550810247,,0.0,"{""S4_HEADER_FAILURE"":3}",C0,3,0,coco-000000022705-000000343315,0.0,157462528.0,0.39244318522516036,,,,,1.880300295000173,1.0,0.0
0.0,1.0,1.0,clean,45.000009005482426,0.9838937872043584,0.0,1.0,"{""S0_COMPLETE"":1}",C1,1,0,coco-000000022705-000000343315,1.0,158416896.0,0.0010298614858787552,1.0,0.9999999999999999,,1.0,3.828255843000079,0.0,1.0
,0.0,0.0,gaussian:10,45.00000900548243,0.9838937872043584,,0.0,"{""S4_HEADER_FAILURE"":3}",C1,3,0,coco-000000022705-000000343315,0.0,156435797.33333334,0.3230841878035618,,,,,2.8454224433341246,1.0,0.0
